# Metropolis algorithm for calculating heating capacity v0.0.11
#   sysfile: apamea/apamea_N1280.mfsys
#    system: 1280 spins, 5.100000 interaction range, 103.200000 avg. neighbours
#   physics: energy: -5368.01, ext.filed: (0,0,0), hamiltonian: dipole, space: 2D
#    bounds: periodic, system size: (32,32,0)
#        MC: 10000 heatup, 10000 compute steps
#   restart: enabled, delta E threshold: 1e-06*energy=0.00536801
#   threads: 64
#     rseed: 123+<temperature number>
#    temps.: 50 pcs. from 1.000000e+00 to 1.000000e+01
# temp list: 1.000000e+00,1.048113e+00,1.098541e+00,1.151395e+00,1.206793e+00,1.264855e+00,1.325711e+00,1.389495e+00,1.456348e+00,1.526418e+00,1.599859e+00,1.676833e+00,1.757511e+00,1.842070e+00,1.930698e+00,2.023590e+00,2.120951e+00,2.222996e+00,2.329952e+00,2.442053e+00,2.559548e+00,2.682696e+00,2.811769e+00,2.947052e+00,3.088844e+00,3.237458e+00,3.393222e+00,3.556480e+00,3.727594e+00,3.906940e+00,4.094915e+00,4.291934e+00,4.498433e+00,4.714866e+00,4.941713e+00,5.179475e+00,5.428675e+00,5.689866e+00,5.963623e+00,6.250552e+00,6.551286e+00,6.866488e+00,7.196857e+00,7.543120e+00,7.906043e+00,8.286428e+00,8.685114e+00,9.102982e+00,9.540955e+00,1.000000e+01
#   params.: 0
#
# legend (column names):
# 1:T 2:C(T)/N 3:<E> 4:<E^2> 5:threadId 6:seed 7:time,s
1.151395e+00 8.790759132369048387967932124583e-02 -5.336792248764242649122024886310e+03 2.848150067778906451314687728882e+07 3 126 60.814000
1.000000e+00 6.067761752004775927551793690130e-02 -5.351742572977487458592804614455e+03 2.864122623477012333758175373077e+07 0 123 62.368000
1.264855e+00 1.249528584901604597407539878427e-01 -5.320360441514741853006853489205e+03 2.830649110849278870224952697754e+07 5 128 62.804000
1.048113e+00 6.973837853750606426320412227796e-02 -5.346976106181071716218866640702e+03 2.859025154148313417546451091766e+07 1 124 64.761000
1.098541e+00 7.694341591883139834491458615638e-02 -5.343264025196745720404578605667e+03 2.855058929703926720060408115387e+07 2 125 65.779000
1.206793e+00 1.023445358838928557986486834621e-01 -5.325585280468443780227971728891e+03 2.836204936265769230201840400696e+07 4 127 66.346000
1.526418e+00 2.075305562097469598439694493175e-01 -5.259900816383184154892660444602e+03 2.766717552451831520162522792816e+07 9 132 67.631000
1.325711e+00 1.195082376466218708263310499621e-01 -5.307297529811150162095145788044e+03 2.816767591729623600356280803680e+07 6 129 70.451000
1.389495e+00 1.570581643942188025475029167591e-01 -5.292338895428837268627830781043e+03 2.800923912082578740566968917847e+07 7 130 73.343000
1.676833e+00 3.475191125896236286332403054716e-01 -5.188900062292404329218697967008e+03 2.692593459996240845397114753723e+07 11 134 73.851000
1.599859e+00 2.544521819494393329979321857283e-01 -5.212805798669899828200868796557e+03 2.717417793631531308777630329132e+07 10 133 74.825000
1.757511e+00 3.023375784434501858097800739718e-01 -5.155453001587173792268004035577e+03 2.657989100964543121606111526489e+07 12 135 75.077000
1.456348e+00 1.652356920018823218861968012059e-01 -5.280125317357189536869555013254e+03 2.788017195168457592166960239410e+07 8 131 75.876000
2.023590e+00 3.394132886613429471707146123519e-01 -5.038580203258159435972629580647e+03 2.538906949645781785808503627777e+07 15 138 77.014000
2.329952e+00 2.450707813612045292806209829124e-01 -4.937073441979141013416665373370e+03 2.437639709595230215936899185181e+07 18 141 78.972000
2.120951e+00 2.767235454082974214745468989036e-01 -5.000262980225267917012388352305e+03 2.500422324387455835305154323578e+07 16 139 79.155000
2.442053e+00 2.417352104467236939472077441334e-01 -4.895287633692131634052202571183e+03 2.396568628728306089937686920166e+07 19 142 79.603000
1.842070e+00 4.294414788879667811944230535202e-01 -5.123349093258376827907341066748e+03 2.625057113481660652123391628265e+07 13 136 79.814000
4.714866e+00 2.992150252775728310878282184753e-01 -4.094159248150440959625484538265e+03 1.677065391975928519126027822495e+07 33 156 80.133000
7.196857e+00 2.330710980806040446071929212991e-01 -3.244900474960007007302920101210e+03 1.054483107128808357343077659607e+07 42 165 80.145000
2.811769e+00 2.417740142388575886614166737871e-01 -4.783154861116251166731672128662e+03 2.288101711444894817471504211426e+07 22 145 80.367000
3.556480e+00 2.889490942750004679149676697169e-01 -4.532520919204486509261187165976e+03 2.054842401127331496514379978180e+07 27 150 80.657000
5.963623e+00 2.699285158775452845452647584632e-01 -3.633207061144864654534103465267e+03 1.321248149092322783954441547394e+07 38 161 81.244000
2.222996e+00 2.464844299144855197338675059809e-01 -4.960502290547230663742084288970e+03 2.460814208543717539943754673004e+07 17 140 81.511000
3.237458e+00 2.594478735913189233444921237102e-01 -4.642453304103577547721215523779e+03 2.155585339404865071810781955719e+07 25 148 82.752000
9.540955e+00 1.612453186718117181814772213232e-01 -2.667599570890275128522262093611e+03 7.134875479547946405597031116486e+06 48 171 82.755000
1.000000e+01 1.526171388771197783927184524910e-01 -2.578286844161928901394276181236e+03 6.667098044554749979916960000992e+06 49 172 82.775000
