# Metropolis algorithm for calculating heating capacity v0.0.11
#   sysfile: 2d_square/2d_square_N1152.mfsys
#    system: 1152 spins, 5.100000 interaction range, 44.000000 avg. neighbours
#   physics: energy: -238.671, ext.filed: (0,0,0), hamiltonian: dipole, space: 2D
#    bounds: periodic, system size: (48,48,0)
#        MC: 10000 heatup, 10000 compute steps
#   restart: enabled, delta E threshold: 1e-06*energy=0.000238671
#   threads: 64
#     rseed: 123+<temperature number>
#    temps.: 50 pcs. from 1.000000e-02 to 1.000000e+02
# temp list: 1.000000e-02,1.206793e-02,1.456348e-02,1.757511e-02,2.120951e-02,2.559548e-02,3.088844e-02,3.727594e-02,4.498433e-02,5.428675e-02,6.551286e-02,7.906043e-02,9.540955e-02,1.151395e-01,1.389495e-01,1.676833e-01,2.023590e-01,2.442053e-01,2.947052e-01,3.556480e-01,4.291934e-01,5.179475e-01,6.250552e-01,7.543120e-01,9.102982e-01,1.098541e+00,1.325711e+00,1.599859e+00,1.930698e+00,2.329952e+00,2.811769e+00,3.393222e+00,4.094915e+00,4.941713e+00,5.963623e+00,7.196857e+00,8.685114e+00,1.048113e+01,1.264855e+01,1.526418e+01,1.842070e+01,2.222996e+01,2.682696e+01,3.237458e+01,3.906940e+01,4.714866e+01,5.689866e+01,6.866488e+01,8.286428e+01,1.000000e+02
#   params.: 0
#
# legend (column names):
# 1:T 2:C(T)/N 3:<E> 4:<E^2> 5:threadId 6:seed 7:time,s
# -- restart MC: found lower energy -1055.19 < -238.671, at T19=0.355648 new state: 011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001011001100110011001100110011001100110011001100110100110011001100110011001100110011001100110011001
1.000000e-02 -2.077843477448966057866394345290e-10 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 0 123 23.238000
2.559548e-02 -3.171657616955969249372429107378e-11 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 5 128 23.394000
2.442053e-01 3.907151119679048157878150356202e-05 -1.055193409839833442038070643321e+03 1.113433134853664277261123061180e+06 17 140 23.512000
2.947052e-01 7.607503226830338751110339800726e-04 -1.055173470694838717645325232297e+03 1.113391129373171124677173793316e+06 18 141 23.514000
7.906043e-02 -3.324256005373304825398411045940e-12 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 11 134 23.614000
2.023590e-01 -5.074204094091980771252222644096e-13 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 16 139 23.679000
4.291934e-01 1.817159125644803365745143971506e-02 -1.054240330773388008060464926530e+03 1.111426531158244131971150636673e+06 20 143 23.703000
4.498433e-02 -1.026810687524914568151414219881e-11 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 8 131 23.741000
1.757511e-02 -6.726930038861596287973200028174e-11 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 3 126 23.814000
1.456348e-02 -9.796754320353474556850904712600e-11 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 2 125 23.884000
1.206793e-02 -1.426748823890050800788159345844e-10 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 1 124 23.888000
1.676833e-01 -7.389809406961437061445436124781e-13 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 15 138 23.925000
5.428675e-02 -7.050583726270534546704520288983e-12 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 9 132 24.004000
5.179475e-01 5.614869414488574483590860604156e-02 -1.050872598022220221309908083640e+03 1.104350569834498673188500106335e+06 21 144 24.028000
2.120951e-02 -4.619038741609050570787640369614e-11 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 4 127 24.038000
6.551286e-02 -4.841275172249775032839678229484e-12 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 10 133 24.039000
1.151395e-01 -1.567342282325583433822760942506e-12 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 13 136 24.040000
3.727594e-02 -1.495394181458913388026340870648e-11 -1.055194142613543590414337813854e+03 1.113434678605931345373392105103e+06 7 130 24.153000
